date,species,origin,destination,bird_count,distance_km,temperature_c,wind_speed_kmh,precipitation_mm,breeding_success_rate
2020-11-01,Ruby-throated Hummingbird,Greenland,Brazil,184,9000,24.75816719344709,15.298666998265189,0.35195417368150983,0.35013260250641387
2020-11-01,American Robin,Alaska,Argentina,196,17000,24.184544439424137,22.633249646654253,0.2590682500517013,0.6807835538924283
2020-11-01,Canada Goose,Arctic,Antarctic,188,19000,0.8237606581522794,6.154643184502344,0.9919819700467516,0.44052202255580053
2020-11-01,Sandhill Crane,Northern US,Central America,196,3000,20.99859299835645,22.429368427530676,2.2724943164300475,0.5471188442504976
2020-11-01,Peregrine Falcon,Canada,Mexico,185,4500,25.152280916650724,17.628378424367526,1.520729257014458,0.36923678530735043
2020-11-01,Osprey,Alaska,Argentina,200,17000,12.587689337026486,13.78191130501657,7.868084342441505,0.6073708543460912
2020-11-01,Red Knot,Greenland,Brazil,195,9000,15.382379949600283,13.38543322332044,0.0365805866331303,0.7756548681436877
2020-11-01,Warbler,Alaska,Argentina,207,17000,0.5140858536645592,22.712395284835466,0.5018016411022844,0.7287847649452346
2020-11-08,Arctic Tern,Alaska,Argentina,210,17000,12.751664969527521,22.48341364314052,0.4548967956084984,0.3764318496002036
2020-11-08,Barn Swallow,Alaska,Argentina,201,17000,31.25467341955647,21.41197515353173,1.0369383777273504,0.5906066557749052
2020-11-08,Ruby-throated Hummingbird,Arctic,Antarctic,175,19000,12.242978070791336,15.835219285351265,6.8881562410584225,0.3399388367485337
2020-11-08,American Robin,Alaska,Argentina,165,17000,24.406961438226823,6.400070242661315,2.6130060869851164,0.6650453615280107
2020-11-08,Canada Goose,Northern US,Central America,198,3000,27.893968634300244,5.167273637537142,0.49095061726068595,0.6970105730399139
2020-11-08,Sandhill Crane,Alaska,Argentina,195,17000,24.680064749406334,6.907432045461173,0.21891240695047287,0.329194598197028
2020-11-08,Peregrine Falcon,Northern US,Central America,212,3000,22.04506539824723,21.06004143915674,1.4596558007017555,0.384194710916109
2020-11-08,Osprey,Greenland,Brazil,187,9000,22.89056687375519,12.732403452676683,2.1722844103665118,0.5081775958407351
2020-11-08,Red Knot,Greenland,Brazil,184,9000,2.383508941607346,20.486053658891905,3.8290064696357873,0.6249878509300559
2020-11-08,Warbler,Canada,Mexico,192,4500,34.89809104243524,19.25555352433662,0.97621135125411,0.6531029610953933
2020-11-15,Arctic Tern,Alaska,Argentina,189,17000,23.506476677822512,15.141192934774367,0.41631378088851706,0.34618300162852444
2020-11-15,Barn Swallow,Canada,Mexico,182,4500,13.432579242177239,14.015525677727275,6.364019401041618,0.5586521175739737
2020-11-15,Ruby-throated Hummingbird,Alaska,Argentina,190,17000,0.779934750924669,10.390237245845453,0.42373123658539136,0.7167845753362367
2020-11-15,American Robin,Greenland,Brazil,206,9000,26.050607298029092,6.262805858547827,2.9992888246390406,0.7929887597770628
2020-11-15,Canada Goose,Northern US,Central America,212,3000,10.893653080191987,14.2798026292885,0.6130621410834799,0.5491445834004243
2020-11-15,Sandhill Crane,Arctic,Antarctic,215,19000,9.926163182539014,22.16240788502207,3.0628473431156085,0.5573909591045343
2020-11-15,Peregrine Falcon,Arctic,Antarctic,201,19000,33.96738181996575,6.8865485258208725,2.756689973543922,0.7876281719358373
2020-11-15,Osprey,Greenland,Brazil,173,9000,7.768843693610528,24.97785224066581,0.7909481188191786,0.7489103472293079
2020-11-15,Red Knot,Greenland,Brazil,189,9000,4.833168714235027,5.448517783241103,0.8939084850506658,0.7702429506451419
2020-11-15,Warbler,Arctic,Antarctic,192,19000,12.559195263257987,5.342995638303963,4.968293116879129,0.7236951012714326
2020-11-22,Arctic Tern,Northern US,Central America,205,3000,24.667604626089467,16.73873013117814,1.739531881967638,0.8944074942394595
2020-11-22,Barn Swallow,Arctic,Antarctic,198,19000,18.30573392625436,12.784609433835769,0.5198107824083489,0.6581111261326558
2020-11-22,Ruby-throated Hummingbird,Arctic,Antarctic,226,19000,0.29194918326732733,24.912622189977668,7.939082624648624,0.6897053578244685
2020-11-22,American Robin,Alaska,Argentina,198,17000,16.411692986915412,15.080075271926521,5.959745139567873,0.7996991411214456
2020-11-22,Canada Goose,Arctic,Antarctic,207,19000,34.625871905307946,18.942716117836184,2.091881941964144,0.4651729280711161
2020-11-22,Sandhill Crane,Arctic,Antarctic,211,19000,15.036956718478473,13.276549306415916,0.4567307204376345,0.3254053672634303
2020-11-22,Peregrine Falcon,Canada,Mexico,207,4500,20.230790040023944,18.992791392442435,3.642232074700217,0.7816865608947003
2020-11-22,Osprey,Arctic,Antarctic,219,19000,28.308671803671675,21.675839018376546,2.057674064460549,0.3471346985542363
2020-11-22,Red Knot,Arctic,Antarctic,204,19000,6.925645985303854,17.136939110802782,4.2568099364629,0.8297488899112333
2020-11-22,Warbler,Arctic,Antarctic,187,19000,13.509948006361347,22.721868706264164,0.43793851401442185,0.7424556514624063
2020-11-29,Arctic Tern,Alaska,Argentina,221,17000,14.66387435296287,21.947758611427474,0.1288510680513687,0.5011674300469775
2020-11-29,Barn Swallow,Greenland,Brazil,176,9000,19.547409121411345,6.420697780880042,0.47345352761002546,0.4376194662226034
2020-11-29,Ruby-throated Hummingbird,Northern US,Central America,175,3000,18.33679059945397,8.320436472857216,0.24305097668681894,0.30522368823752616
2020-11-29,American Robin,Arctic,Antarctic,193,19000,15.20545378887715,9.650119844156624,0.2777862896938434,0.4538778366100596
2020-11-29,Canada Goose,Alaska,Argentina,194,17000,16.99297309992064,6.529599109986261,8.644363447751639,0.46281957812340635
2020-11-29,Sandhill Crane,Canada,Mexico,215,4500,17.867298390837913,17.344376117558014,0.3391602226014401,0.5870976697535772
2020-11-29,Peregrine Falcon,Canada,Mexico,200,4500,0.7362107771859208,14.75668637088025,0.17170916382021603,0.5757504343281739
2020-11-29,Osprey,Canada,Mexico,215,4500,22.813622223625103,13.3721454983666,1.226571159979007,0.7350036457794713
2020-11-29,Red Knot,Canada,Mexico,207,4500,10.858788320544543,15.76045410727806,3.6665143644792724,0.893670678579034
2020-11-29,Warbler,Alaska,Argentina,229,17000,23.05890228547826,15.455202831237395,1.2730322683506552,0.6936330131854225
2020-12-06,Arctic Tern,Northern US,Central America,50,3000,24.514492770580866,13.136096019034472,0.7956877641737563,0.5723939467198194
2020-12-06,Barn Swallow,Alaska,Argentina,50,17000,11.334929796319482,22.79767452946973,3.405918748103456,0.6060890282737941
2020-12-06,Ruby-throated Hummingbird,Greenland,Brazil,52,9000,2.6673117370312323,16.053245355534962,0.9309820694561635,0.6970003557775135
2020-12-06,American Robin,Northern US,Central America,42,3000,21.60723394463749,14.81530013424721,1.0436274913634174,0.8419144673006576
2020-12-06,Canada Goose,Greenland,Brazil,52,9000,27.46267343122984,10.05596888031546,5.590321858313898,0.8363911230281766
2020-12-06,Sandhill Crane,Northern US,Central America,51,3000,9.379096746958057,20.918527742870047,0.385042329104034,0.70365876864748
2020-12-06,Peregrine Falcon,Alaska,Argentina,44,17000,40.295645054628224,20.033523440458385,1.9535567007857026,0.6601688763168223
2020-12-06,Osprey,Alaska,Argentina,53,17000,21.24419412256552,8.040971348489837,1.226172987650191,0.5107316324092686
2020-12-06,Red Knot,Alaska,Argentina,45,17000,22.01255559176727,20.716252909367462,1.782942024489372,0.3038611268980774
2020-12-06,Warbler,Northern US,Central America,56,3000,16.816090662535096,14.745307082001016,1.1241859567029782,0.6581464143279937
2020-12-13,Arctic Tern,Greenland,Brazil,56,9000,11.149781882871363,5.609273726179202,0.45743906766189246,0.5042469336685558
2020-12-13,Barn Swallow,Arctic,Antarctic,52,19000,18.829889847409284,15.197080191009153,1.3914034597919054,0.3301458058937893
2020-12-13,Ruby-throated Hummingbird,Northern US,Central America,45,3000,21.492287903050983,9.310015177351021,0.8189675211428253,0.5794095250573678
2020-12-13,American Robin,Greenland,Brazil,40,9000,22.573934689773893,10.620995003337782,0.38110116594534493,0.5278509137515905
2020-12-13,Canada Goose,Canada,Mexico,48,4500,18.25014136256542,9.738666498132973,2.2626416349021126,0.6394689329045978
2020-12-13,Sandhill Crane,Canada,Mexico,46,4500,10.537573257802489,13.6222481019401,0.18324105077802488,0.4696806784022999
2020-12-13,Peregrine Falcon,Arctic,Antarctic,47,19000,15.91752484448373,23.664101755186124,0.6171207844024639,0.6668781667353966
2020-12-13,Osprey,Arctic,Antarctic,43,19000,17.522403964266772,17.392318538898444,1.8307201724180113,0.6037981856125607
2020-12-13,Red Knot,Canada,Mexico,62,4500,34.42668124161504,15.860428617335282,0.8520070997738897,0.5613868742739059
2020-12-13,Warbler,Arctic,Antarctic,46,19000,10.159429806722017,6.578788058931111,1.169655385519999,0.45662911574090886
2020-12-20,Arctic Tern,Canada,Mexico,49,4500,10.027323860776615,19.202652811290747,0.6375200415524379,0.5048551617625789
2020-12-20,Barn Swallow,Greenland,Brazil,49,9000,8.590956507519174,9.93317231610813,1.2733834255441538,0.697148179582207
2020-12-20,Ruby-throated Hummingbird,Canada,Mexico,53,4500,9.444578384245645,7.295938545025602,5.678582504020849,0.7705237046191602
2020-12-20,American Robin,Arctic,Antarctic,43,19000,6.283219211631147,13.223949777650915,1.029688238560299,0.8307521329377683
2020-12-20,Canada Goose,Northern US,Central America,56,3000,8.716159090048619,13.801160930187974,2.6165337517299605,0.864132483342771
2020-12-20,Sandhill Crane,Greenland,Brazil,48,9000,11.783374849415805,7.397821869454242,2.6554913419744177,0.6188729485135833
2020-12-20,Peregrine Falcon,Greenland,Brazil,50,9000,1.3168496116718948,8.288110581577575,0.24791604113780458,0.6280174092432782
2020-12-20,Osprey,Alaska,Argentina,33,17000,34.872759992308076,5.303537645736538,1.741760667188108,0.3635119415267453
2020-12-20,Red Knot,Arctic,Antarctic,51,19000,12.832634855957597,11.535894117155546,0.02173989608602943,0.7959306445148786
2020-12-20,Warbler,Greenland,Brazil,56,9000,23.593137911229725,6.513222078082217,0.8973968862553987,0.35530077508345936
2020-12-27,Arctic Tern,Greenland,Brazil,44,9000,21.967309092318438,17.33888054769004,3.9823592721957066,0.4338372369256541
2020-12-27,Barn Swallow,Canada,Mexico,57,4500,24.890742106954768,16.225113561498482,0.5653735686628207,0.5541287495951378
2020-12-27,Ruby-throated Hummingbird,Alaska,Argentina,44,17000,-0.04875992829126652,24.788635315592632,1.7086834143316856,0.38273116161360626
2020-12-27,American Robin,Canada,Mexico,47,4500,16.259839544489104,21.413923215335586,1.2976880334835583,0.5104914656010093
2020-12-27,Canada Goose,Alaska,Argentina,46,17000,14.317223773606619,14.642641978396838,3.676554186225306,0.43274321786763836
2020-12-27,Sandhill Crane,Greenland,Brazil,52,9000,6.4862954968718896,20.630112954843643,0.645257731967064,0.4225480553473005
2020-12-27,Peregrine Falcon,Northern US,Central America,54,3000,14.731681562909403,13.154962100054647,0.3516108149065415,0.6938457621003942
2020-12-27,Osprey,Canada,Mexico,46,4500,9.861613831572281,21.897246549792655,0.5071605332199275,0.4434855272607139
2020-12-27,Red Knot,Arctic,Antarctic,56,19000,25.318679825348305,9.629601918259764,2.2873428270788216,0.8641099147512497
2020-12-27,Warbler,Northern US,Central America,57,3000,28.45803267362869,12.469158902654105,0.5896453419404587,0.3635245909278776
2021-01-03,Arctic Tern,Northern US,Central America,48,3000,9.444532205131335,12.905186308623156,0.40124529087558436,0.3940876231900834
2021-01-03,Barn Swallow,Northern US,Central America,61,3000,17.043890316029767,9.401773537427731,1.4607686186585027,0.7260688598023677
2021-01-03,Ruby-throated Hummingbird,Arctic,Antarctic,44,19000,18.535478631986763,23.686082283349805,4.963915074167379,0.6812486141171459
2021-01-03,American Robin,Alaska,Argentina,45,17000,12.440694383302466,11.296516587032976,0.0880132926141357,0.7685783181866612
2021-01-03,Canada Goose,Northern US,Central America,49,3000,17.542582797409963,15.009546317334364,1.1375118450461739,0.44970184780964506
2021-01-03,Sandhill Crane,Canada,Mexico,50,4500,11.279117585470448,16.460844012380313,0.7867110408799737,0.32356164854499136
2021-01-03,Peregrine Falcon,Arctic,Antarctic,58,19000,4.344653101030559,9.67793862944407,0.47368954081720777,0.8143149942357533
2021-01-03,Osprey,Arctic,Antarctic,65,19000,26.931708649751442,20.665959659120954,0.6182975528310521,0.8941993822761891
2021-01-03,Red Knot,Arctic,Antarctic,49,19000,5.365224622648066,6.313842329793184,4.362847845528654,0.5519092186117907
2021-01-03,Warbler,Northern US,Central America,51,3000,8.760706992172578,8.204512019530126,0.3749168215421764,0.5508868728976798
2021-01-10,Arctic Tern,Alaska,Argentina,57,17000,4.258466181233892,21.09927460798509,0.10762724200379163,0.3957749408593003
2021-01-10,Barn Swallow,Canada,Mexico,37,4500,27.826486412965963,21.603019659958363,5.92272112605701,0.4827614134645143
2021-01-10,Ruby-throated Hummingbird,Alaska,Argentina,44,17000,13.606027993367658,6.012449445381483,0.08037737706170833,0.6443699196414063
2021-01-10,American Robin,Canada,Mexico,59,4500,22.396531517246714,23.935120703474063,3.0429958261291152,0.48822390723123915
2021-01-10,Canada Goose,Canada,Mexico,52,4500,15.413256322706184,10.504783620740167,2.471882552134239,0.4628952015256268
2021-01-10,Sandhill Crane,Northern US,Central America,48,3000,19.43002130447375,21.11297610726684,0.50802671413871,0.4356474426063376
2021-01-10,Peregrine Falcon,Greenland,Brazil,38,9000,0.5815557400028748,10.594919355381421,0.8069291038249438,0.697677764525833
2021-01-10,Osprey,Northern US,Central America,50,3000,23.57330765560618,11.688023579774974,1.0036403077421554,0.6179643521581397
2021-01-10,Red Knot,Arctic,Antarctic,44,19000,20.275371586800148,15.948296807594517,2.6478066157977826,0.5079352558899286
2021-01-10,Warbler,Canada,Mexico,48,4500,12.385343626807972,6.133608643316708,0.07057613708405933,0.5351463377663455
2021-01-17,Arctic Tern,Canada,Mexico,43,4500,20.233950169020154,22.91379888533233,0.705614023175558,0.4379962523779443
2021-01-17,Barn Swallow,Arctic,Antarctic,53,19000,11.744126428468782,20.81041020543347,0.3042232396308202,0.6273492730752399
2021-01-17,Ruby-throated Hummingbird,Canada,Mexico,48,4500,7.198008708825373,18.42541650458265,0.6311864928669911,0.3487377808840036
2021-01-17,American Robin,Canada,Mexico,49,4500,28.305749040390403,7.345602956008901,0.3703996583525481,0.5110830038462115
2021-01-17,Canada Goose,Arctic,Antarctic,52,19000,12.197308955364333,17.387799387330038,1.0593050724098019,0.5564918724541608
2021-01-17,Sandhill Crane,Northern US,Central America,53,3000,-3.259842416276303,17.897224456299597,0.04762761125760559,0.5577737183381065
2021-01-17,Peregrine Falcon,Alaska,Argentina,41,17000,20.55588684668937,10.071682339927383,1.2733448894452681,0.595339389109445
2021-01-17,Osprey,Alaska,Argentina,53,17000,39.2928264295125,20.82927081779038,1.8449689003329135,0.6069831495114084
2021-01-17,Red Knot,Arctic,Antarctic,54,19000,26.834936668899278,16.884836546171943,1.8483944122727158,0.709519475722633
2021-01-17,Warbler,Northern US,Central America,41,3000,3.219591326236193,14.281333788090095,5.7315810412116575,0.4942917449414589
2021-01-24,Arctic Tern,Alaska,Argentina,53,17000,3.3518906066139653,7.440148271537781,2.4171888388423497,0.36806449026235005
2021-01-24,Barn Swallow,Canada,Mexico,43,4500,21.090986064427142,13.227491428251788,0.27023426398843775,0.316706344546448
2021-01-24,Ruby-throated Hummingbird,Canada,Mexico,38,4500,15.758773899598127,13.527967136032451,1.5887887914672514,0.4047883115377977
2021-01-24,American Robin,Arctic,Antarctic,53,19000,12.273054178475395,12.957683511140461,3.279576734836119,0.6552101056734377
2021-01-24,Canada Goose,Northern US,Central America,51,3000,-1.6859925887819536,23.34536133155361,1.0437412495474923,0.38596887522158463
2021-01-24,Sandhill Crane,Northern US,Central America,52,3000,25.58728529883879,21.750616681521112,1.90635438608972,0.648717254232574
2021-01-24,Peregrine Falcon,Greenland,Brazil,45,9000,26.86734620177331,16.869227654094477,0.032753628348681035,0.7372668326703886
2021-01-24,Osprey,Alaska,Argentina,53,17000,29.363354057059787,11.854618508558143,0.2890720547504648,0.35665133859628856
2021-01-24,Red Knot,Alaska,Argentina,49,17000,21.826360835687055,17.89805810584712,0.6800615374544177,0.47926972263255097
2021-01-24,Warbler,Arctic,Antarctic,47,19000,11.853363826532192,5.257949395790509,1.5543597713604989,0.8106904412555891
2021-01-31,Arctic Tern,Arctic,Antarctic,51,19000,30.58721212843437,24.776710627783288,0.5116633785323106,0.5339398477746484
2021-01-31,Barn Swallow,Alaska,Argentina,46,17000,4.1292762343048715,8.53793901647968,8.73800895711178,0.5664621341439713
2021-01-31,Ruby-throated Hummingbird,Greenland,Brazil,38,9000,14.096259688815588,11.400546331247838,1.2942885419349315,0.4909824568154084
2021-01-31,American Robin,Canada,Mexico,54,4500,24.773185160643294,11.304788692989016,0.2859169171018889,0.6794377538793052
2021-01-31,Canada Goose,Arctic,Antarctic,53,19000,-0.7770209163285902,21.081913392671858,1.1100347334320775,0.8968104991178925
2021-01-31,Sandhill Crane,Arctic,Antarctic,52,19000,19.711437497620903,5.513792897388163,0.6696630465509614,0.5658202238025717
2021-01-31,Peregrine Falcon,Greenland,Brazil,57,9000,17.801102610465843,15.471271590597116,0.6633026688891765,0.4788453903148937
2021-01-31,Osprey,Greenland,Brazil,51,9000,-0.032219344128614935,6.140538280072388,0.22294369810262302,0.6513526103235676
2021-01-31,Red Knot,Arctic,Antarctic,53,19000,14.975961590811462,18.786208242053807,0.5815388055631174,0.48466254317588947
2021-01-31,Warbler,Canada,Mexico,51,4500,9.107283482106938,22.872705066922673,0.15514146505187962,0.8446412599065076
2021-02-07,Arctic Tern,Northern US,Central America,43,3000,-5.254180833204796,23.226783801572616,0.04231268667938538,0.48946389074969765
2021-02-07,Barn Swallow,Alaska,Argentina,46,17000,23.089247222790114,17.562390624871433,5.336961300060282,0.7056630154886112
2021-02-07,Ruby-throated Hummingbird,Canada,Mexico,48,4500,9.806036281738734,16.690862265189164,6.968406749536393,0.526703528236312
2021-02-07,American Robin,Greenland,Brazil,47,9000,11.590921226539201,8.238460132644274,2.1464869396002726,0.8986496334061205
2021-02-07,Canada Goose,Northern US,Central America,48,3000,12.866702006907307,12.745488228496827,2.1557982281535515,0.5652200525586741
2021-02-07,Sandhill Crane,Northern US,Central America,48,3000,24.59956674433745,13.29920872159361,2.6223179523109565,0.38121326098397046
2021-02-07,Peregrine Falcon,Alaska,Argentina,41,17000,29.50927548279212,13.029235581780865,0.8252344755406937,0.3760944135302513
2021-02-07,Osprey,Greenland,Brazil,54,9000,33.07196643637885,17.399371297483285,2.3959710655656963,0.4289499188320315
2021-02-07,Red Knot,Canada,Mexico,59,4500,26.05900424357309,15.805577863748422,0.16519923092348773,0.6395103361879481
2021-02-07,Warbler,Alaska,Argentina,48,17000,9.360525119417566,7.869389140360401,0.32844198244993356,0.5596628906050913
2021-02-14,Arctic Tern,Northern US,Central America,52,3000,11.713379848377041,15.04981753653864,0.4482154688704949,0.48900622342603894
2021-02-14,Barn Swallow,Canada,Mexico,53,4500,-4.760004477208337,20.669391200985352,0.648883684960762,0.8645281017355226
2021-02-14,Ruby-throated Hummingbird,Alaska,Argentina,46,17000,27.68909642515826,14.390373306912673,1.0986341229455865,0.897382700156885
2021-02-14,American Robin,Alaska,Argentina,60,17000,19.346323654706342,20.71850552417827,1.924311047434513,0.5051083712988552
2021-02-14,Canada Goose,Greenland,Brazil,51,9000,12.031031486794957,7.32917860963425,0.2718599400390868,0.4135701875496057
2021-02-14,Sandhill Crane,Canada,Mexico,47,4500,15.688620146150699,13.851546918656307,0.09914263158030373,0.792292550688165
2021-02-14,Peregrine Falcon,Northern US,Central America,43,3000,7.3477763399530724,9.363486591865463,5.478405730123466,0.5796697755950935
2021-02-14,Osprey,Alaska,Argentina,59,17000,15.062845248918732,13.302498790694422,0.028869170069648738,0.5870012890023335
2021-02-14,Red Knot,Canada,Mexico,43,4500,29.003997947952826,15.468027418440165,0.514364255753828,0.699913186015821
2021-02-14,Warbler,Greenland,Brazil,55,9000,20.542247039460396,16.960182346574992,0.9725997179050405,0.8128834672795568
2021-02-21,Arctic Tern,Greenland,Brazil,50,9000,13.022309552943856,15.113934875627479,0.1280989709773141,0.34269340732674586
2021-02-21,Barn Swallow,Greenland,Brazil,45,9000,16.891112166039406,23.350860193074894,3.008456016361261,0.7934034668741086
2021-02-21,Ruby-throated Hummingbird,Alaska,Argentina,53,17000,10.454522812565557,8.397741464381145,0.27151210498967454,0.37397026757936813
2021-02-21,American Robin,Alaska,Argentina,42,17000,12.81346722564964,18.814526302265264,2.6096958426351757,0.32818379465888387
2021-02-21,Canada Goose,Greenland,Brazil,39,9000,5.378108200193148,6.108317768844889,0.8043804203824486,0.7595829449131075
2021-02-21,Sandhill Crane,Alaska,Argentina,48,17000,20.024472667290073,11.707432124349248,0.3897980582094168,0.35905451346082123
2021-02-21,Peregrine Falcon,Arctic,Antarctic,69,19000,2.1431758175332263,6.019497540448848,1.922205492845238,0.42467005257701484
2021-02-21,Osprey,Canada,Mexico,51,4500,14.62687591753365,23.44868567312249,0.15103165911722172,0.4683604879427496
2021-02-21,Red Knot,Alaska,Argentina,53,17000,26.940952499461513,24.232316140923313,2.620469929411398,0.5939222860306468
2021-02-21,Warbler,Alaska,Argentina,48,17000,3.8380238864031035,8.617838027577967,3.2104732116383348,0.500515628503866
2021-02-28,Arctic Tern,Northern US,Central America,48,3000,19.347700645568914,22.328463670794005,0.12293677172784434,0.7152303318238469
2021-02-28,Barn Swallow,Canada,Mexico,53,4500,19.754306825266234,18.515225857904476,1.92786712670624,0.6411313533627673
2021-02-28,Ruby-throated Hummingbird,Northern US,Central America,54,3000,9.18217966607946,18.384380598497334,1.3225318240263813,0.5510337200270001
2021-02-28,American Robin,Greenland,Brazil,52,9000,3.2612003559102742,8.229156681284802,1.276332769311519,0.63208306572591
2021-02-28,Canada Goose,Greenland,Brazil,44,9000,9.632768899169713,14.460550066860414,0.08856276188677678,0.7196036797515859
2021-02-28,Sandhill Crane,Arctic,Antarctic,54,19000,22.16110698081099,20.924872189127743,2.656240999476924,0.6660647532217409
2021-02-28,Peregrine Falcon,Greenland,Brazil,49,9000,5.716283301777803,11.380901486644797,1.074045116691772,0.8448090536249846
2021-02-28,Osprey,Greenland,Brazil,55,9000,20.67757077086069,16.696556226115817,5.676576474346846,0.4046455602668997
2021-02-28,Red Knot,Arctic,Antarctic,36,19000,6.106480069207922,7.507506984677466,0.5850214790720784,0.6852519044114395
2021-02-28,Warbler,Alaska,Argentina,52,17000,28.782840936226737,16.938904468263452,3.323158816672084,0.5578040180130888
2021-03-07,Arctic Tern,Arctic,Antarctic,189,19000,11.165389542423467,20.81382203800336,0.9713965414833868,0.5615971083423515
2021-03-07,Barn Swallow,Greenland,Brazil,204,9000,10.966323266535106,17.308415596416708,0.17018990307420442,0.352672942234896
2021-03-07,Ruby-throated Hummingbird,Canada,Mexico,212,4500,12.457518685872664,12.207509847263413,1.8569261774803034,0.5324707775535232
2021-03-07,American Robin,Alaska,Argentina,192,17000,15.413685439988905,10.31995386185316,0.8092735094575393,0.6344429785885124
2021-03-07,Canada Goose,Greenland,Brazil,198,9000,27.592332397867988,23.634808066330166,11.584845388072132,0.7320944765585642
2021-03-07,Sandhill Crane,Alaska,Argentina,219,17000,26.464408704007276,9.621617057489924,4.553556299854095,0.45371490866361297
2021-03-07,Peregrine Falcon,Arctic,Antarctic,222,19000,11.07197803480813,12.131426519016381,4.854616542183153,0.3241733674407253
2021-03-07,Osprey,Canada,Mexico,205,4500,1.3708858665002506,6.674498756906968,0.9753236785960925,0.5243682806874406
2021-03-07,Red Knot,Greenland,Brazil,212,9000,14.046902789506493,7.614346471795146,2.227708880095066,0.7375858802863238
2021-03-07,Warbler,Northern US,Central America,187,3000,19.169295032648165,11.243794731382588,1.1153681583568626,0.6871311455067983
2021-03-14,Arctic Tern,Greenland,Brazil,188,9000,6.667050417575096,20.667744399916767,4.799352994087426,0.522139311410746
2021-03-14,Barn Swallow,Alaska,Argentina,193,17000,8.617230343028526,7.86322715622386,2.144229814872259,0.6849411400109967
2021-03-14,Ruby-throated Hummingbird,Arctic,Antarctic,190,19000,16.816742729034715,14.712937306685543,1.578979332577062,0.8557231211306071
2021-03-14,American Robin,Arctic,Antarctic,213,19000,7.410951604796,23.236372573721834,0.2051902246342106,0.8119975299352726
2021-03-14,Canada Goose,Alaska,Argentina,169,17000,7.472446508752226,11.12094332457543,0.13160614469644513,0.4062762865189524
2021-03-14,Sandhill Crane,Greenland,Brazil,193,9000,7.111634383631272,20.036502919133625,3.342054742139349,0.8674498213355581
2021-03-14,Peregrine Falcon,Arctic,Antarctic,204,19000,27.65366093031565,17.767011548408636,0.7338709446113603,0.8158077510481998
2021-03-14,Osprey,Alaska,Argentina,199,17000,29.866636642531738,12.667942821165179,0.3685154723787983,0.801865315481922
2021-03-14,Red Knot,Greenland,Brazil,206,9000,-2.393876111557951,14.544001588359226,3.1506820339281947,0.8887449584732774
2021-03-14,Warbler,Arctic,Antarctic,209,19000,22.04605819709075,21.777077238081375,2.2234739670048786,0.7182144996025798
2021-03-21,Arctic Tern,Alaska,Argentina,192,17000,-0.5251399228622038,11.522157050251469,0.14711216169084,0.5098776370845552
2021-03-21,Barn Swallow,Canada,Mexico,205,4500,23.977578987151556,9.97583577478354,5.696633113701358,0.47896347254047367
2021-03-21,Ruby-throated Hummingbird,Greenland,Brazil,182,9000,19.24066861518451,12.38272387618409,0.8838194384601997,0.5064549707096653
2021-03-21,American Robin,Canada,Mexico,184,4500,15.394470482407394,5.6653594233871685,0.2599624496567929,0.5495168036447686
2021-03-21,Canada Goose,Arctic,Antarctic,189,19000,24.9558151400203,13.302913079854914,1.0970281003938402,0.7710383526278588
2021-03-21,Sandhill Crane,Arctic,Antarctic,221,19000,32.031726099180375,18.47093156262782,0.2955196967866884,0.46612198169520735
2021-03-21,Peregrine Falcon,Canada,Mexico,226,4500,6.603797267449517,21.913070445546847,0.6011382666783938,0.3009862542674698
2021-03-21,Osprey,Arctic,Antarctic,170,19000,25.97772020971633,13.373902866553685,0.4959868570636121,0.3001362229309533
2021-03-21,Red Knot,Northern US,Central America,200,3000,20.513945495913973,19.65718374663662,4.178054326930909,0.7336707603729127
2021-03-21,Warbler,Alaska,Argentina,209,17000,22.02692384818765,9.84349300694941,0.1516111785188423,0.7464171482086062
2021-03-28,Arctic Tern,Alaska,Argentina,209,17000,27.528426344274838,11.824888995154412,1.1746338152728044,0.7053520641404634
2021-03-28,Barn Swallow,Canada,Mexico,219,4500,10.517753836998505,18.43175485877852,0.06447310156552512,0.6209800040456664
2021-03-28,Ruby-throated Hummingbird,Northern US,Central America,189,3000,17.884111487160617,11.911591717416261,0.014013503869448923,0.5420885814161998
2021-03-28,American Robin,Arctic,Antarctic,181,19000,9.373079755597672,23.082707051563812,0.1422374006670175,0.8951335175684951
2021-03-28,Canada Goose,Alaska,Argentina,182,17000,12.062619134419249,6.228502585196654,0.5070111656923122,0.5179636778393397
2021-03-28,Sandhill Crane,Greenland,Brazil,200,9000,2.117943930174807,7.136014080047273,6.132433058149838,0.33613616694017845
2021-03-28,Peregrine Falcon,Canada,Mexico,191,4500,19.643698635465743,7.449957239319785,2.0152044594901333,0.3743076160234905
2021-03-28,Osprey,Northern US,Central America,180,3000,9.494480682915123,14.530529416644747,2.6779088974003415,0.38340132311944664
2021-03-28,Red Knot,Arctic,Antarctic,217,19000,30.698664362599672,23.695910349855666,4.798239040309607,0.791774921728587
2021-03-28,Warbler,Northern US,Central America,204,3000,15.686370484277154,22.568317260899235,6.094758194939847,0.7527221495414764
2021-04-04,Arctic Tern,Arctic,Antarctic,208,19000,27.543135329386388,18.09450696996886,1.0593512384403132,0.6980175204088088
2021-04-04,Barn Swallow,Greenland,Brazil,196,9000,12.992050031313756,9.41017574273296,0.41149525216927846,0.8704911959498589
